JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	AMA	AMA 	Non dispo	20230101	AMAZON	0	20,39					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	AMA	AMA 	Non dispo	20230101	AMAZON	0	56,64					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	AMA	AMA 	Non dispo	20230101	AMAZON	0	15,09					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	AMA	AMA 	Non dispo	20230101	AMAZON	0	499,96					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	BINOMIAL	BINOMIAL EXPERTISE PARIS	Non dispo	20230101	Facture BINOMIAL EXPERTISE - PARIS du 31/12/2022	0	2880					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	BRL	BRL 	Non dispo	20230101	Facture BRL AVOCATS  du 31/10/2022	0	2400					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	CABINET SK	CABINET SK PARIS	Non dispo	20230101	Facture CABINET SK - PARIS du 30/09/2022 ex 2021	0	6600					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	CIAMT	CENTRE INTER MEDECINE TRAVAIL PARIS	Non dispo	20230101	Facture CENTRE INTER MEDECINE TRAVAIL - PARIS du 13/12/2022	0	134,4					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	CIS	CISION L'ARGUES 	Non dispo	20230101	Facture CISION L'ARGUES du 27/12/2022	0	3,46					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	CON	CON 	Non dispo	20230101	Facture CONCEPT FRANCHISE DEVELOPPEMEN du 30/12/2022	0	9710,4					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	DAR	DAR 	Non dispo	20230101	Facture ETABLISSEMENTS DARTY ET FILS du 28/12/2022	0	14					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	DECAT	DECAT 	Non dispo	20230101	A-nouveaux au 01/01/2022	383	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	DECAT	DECAT 	Non dispo	20230101	DACATHLON	0	383					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	DEENAMIC	DEENAMIC PARIS	Non dispo	20230101	Facture DEENAMIC - PARIS du 02/09/2022	0	180					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EBS	EBS 	Non dispo	20230101	A-nouveaux au 01/01/2022	0	7216,8					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EBS	EBS 	Non dispo	20230101	Facture EBS GROUP - 2021	0	780					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EBS	EBS 	Non dispo	20230101	Facture EBS GROUP - 2021	0	799,68					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EBS	EBS 	Non dispo	20230101	Facture EBS GROUP - CHOISY LE ROI du 06/12/2022	0	168					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EBS	EBS 	Non dispo	20230101	Facture EBS GROUP - CHOISY LE ROI du 13/09/2022	0	621,6					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EBS	EBS 	Non dispo	20230101	FACTURE EBS GROUPE DU 28/06/2022	0	10080					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EBS	EBS 	Non dispo	20230101	VIR SEPA EBS GROUP	1440	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	EDF	EDF 	Non dispo	20230101	Facture EDF du 29/12/2022, période du 01/12/2022 au 31/12/2022	0	499,48					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	ENG	ENG 	Non dispo	20230101	Facture ENGIE du 24/12/2022, période du 26/09/2022 au 22/12/2022	0	300,93					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	FACEBOOK	FAC 	Non dispo	20230101	Facture FBADS-586-102340015 du 16/12/2022	0	388,3					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	FRANCHISE	FRANCHISE 	Non dispo	20230101	VIR SEPA FRANCHISE EXPO PARIS ACOMPTE	11817,96	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	FRANCHISE	FRANCHISE 	Non dispo	20230101	Facture FRANCHISE EXPO PARIS du 02/06/2022	0	23635,92					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Avoir GOOGLE du 30/06/2022, période du 01/06/2022 au 30/06/2022	0,03	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Avoir GOOGLE IRELAND LIMITED du 30/06/2022, période du 01/06/2022 au 30/06/2022	0,01	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Avoir GOOGLE du 30/06/2022, période du 01/06/2022 au 30/06/2022	0,13	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	PRLV SEPA Google Ireland Limite ADWORDS3111558597GG102P47Q8	299,44	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Avoir GOOGLE IRELAND LIMITED du 30/06/2022, période du 01/06/2022 au 30/06/2022	0,18	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Google Payment IE LE 14/08	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Google Payment IE LE 14/09	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	GOOGLE	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	PRLV SEPA Google Ireland Limite ADWORDS3111558597GG102Q7UFF	163,48	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	PRLV SEPA GOOGLE IRELAND LIMITE	500	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Google Payment IE LE 14/06	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	CB Google Payment IE LTD - Dublin	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Google Payment IE LE 14/10	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Google Payments IE LE 15/07	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	PRLV SEPA GOOGLE IRELAND LIMITE	0,93	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Facture GOOGLE IRELAND LIMITED du 28/02/2022, période du 01/02/2022 au 28/02/2022	0	53,33					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	CB Google Payment IE LTD - Dublin	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	CB Google Payment IE LTD - Dublin	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Différence lettrage du 07/03/2022	0	0,03					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Facture GOOGLE du 31/12/2022, période du 01/12/2022 au 31/12/2022	0	1244,27					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Google Payment IE LE 14/05	1,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	PRLV SEPA GOOGLE IRELAND LIMITE	500	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Facture GOOGLE du 31/01/2022	0	1,81					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	PRLV SEPA Google Ireland Limite ADWORDS3111558597GG102R5HDZ	55,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	CB GOOGLE *ADS3589766980 - ccagoogle,com	200	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	CB Google Payment IE LTD Goo - Dublin	19,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	PRLV SEPA GOOGLE IRELAND LIMITE	500	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Facture GOOGLE IRELAND LIMITED du 31/01/2022, période du 01/01/2022 au 31/01/2022	0	160,55					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GOO	GOOGLE 	Non dispo	20230101	Facture GOOGLE du 31/10/2022, période du 01/10/2022 au 31/10/2022	0	1017,93					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GREN	GRENKE 	Non dispo	20230101	Facture GRENKE LOCATION - STRASBOURG CEDEX SCHILTIGHEIM du 18/12/2022	0	222,89					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	GRG SALES AND MARKETING	GRG SALES AND MARKETING PARIS	Non dispo	20230101	Facture GRG SALES AND MARKETING - PARIS du 15/11/2022, période du 01/10/2022 au 31/10/2022	0	4790,4					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	HAY TEM	HAY TEM PLUS 	Non dispo	20230101	O/DE TRANSFERT 23574923706989	1000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	JRK	JRK 	Non dispo	20230101	VIR SEPA JRK EXPERT	1800	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	JRK	JRK 	Non dispo	20230101	REMISE VIREMENTS        130622	1500	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	JRK	JRK 	Non dispo	20230101	VIR SEPA JRK EXPERT 3 ECHEANCE FACTURE DU 31/12/2021 FA20210015	1800	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	MAPIE ANIMATION	MAPIE ANIMATION 	Non dispo	20230101	Facture CIC IBERBANCO - SAINT MAUR DES FOSSES du 30/11/2022	0	500					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	MY TRIP	MY TRIP 	Non dispo	20230101	mytrip_fr_LY6ARY LE 16/12	8224,97	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	PAC	PAC 	Non dispo	20230101	Facture PACIFIC du 27/09/2022	0	345,6					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	RENT SOLUTION	RENT SOLUTION 	Non dispo	20230101	RENT SOLUTIONS-D.R LE 27/11	1180,05	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIR SEPA SELF MEDIA	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIR SEPA SELF MEDIA	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIREMENT SELF MEDIA SPONSORING TV FIVE PIZZA	110000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIR SEPA SELF MEDIA	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIR SEPA SELF MEDIA	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIREMENT SEPA  VIR SEPA SELF MEDIA    SCA210450690891	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIR SEPA SELF MEDIA	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIR SEPA SELF MEDIA	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	VIR SEPA SELF MEDIA	50000	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SELF	SELFMEDIA 	Non dispo	20230101	Facture SELF MEDIA - VINCENNES du 22/04/2022	0	660000					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SFR	SFR 	Non dispo	20230101	Facture B422-022247776 du 29/10/2022	0	13					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SFR	SFR 	Non dispo	20230101	Facture SFR du 22/12/2022	0	886,5					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SFR	SFR 	Non dispo	20230101	Facture B422-017803743 du 29/08/2022	0	13					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SFR	SFR 	Non dispo	20230101	Facture B422-026761993 du 29/12/2022	0	13					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	Différence lettrage du 30/12/2022	0	0,01					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	Facture du 01/12/2022	0	1440					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 06/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 02/12	48	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 19/12	66,62	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 22/12	40,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 28/12	15,65	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 16/12	71,82	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 25/12	16,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 16/12	74,51	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 21/12	16,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 10/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 07/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 01/12	12,65	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 27/12	16,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 03/12	48	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 05/12	48	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 17/12	72,25	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 14/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 04/12	48	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 23/12	40,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 13/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 12/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 08/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 11/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 20/12	16,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 24/12	16,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 26/12	16,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 18/12	71,15	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	SNAP	SNAP 	Non dispo	20230101	SNAP INC SNAP SNAP LE 09/12	64,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	TAY	TAY 	Non dispo	20230101	Facture TAYLOR WESSING AVOCAT du 27/09/2022	0	1218					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	TAY	TAY 	Non dispo	20230101	Différence lettrage du 23/06/2022	4	0					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	TAY	TAY 	Non dispo	20230101	Facture TAYLOR WESSING AVOCAT du 30/11/2022	0	1311,82					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	TAY	TAY 	Non dispo	20230101	Facture TAYLOR WESSING AVOCAT du 10/11/2022	0	3709,54					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	TAY	TAY 	Non dispo	20230101	Facture TAYLOR WESSING AVOCAT du 30/11/2022	0	657,72					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	TAY	TAY 	Non dispo	20230101	Facture TAYLOR WESSING AVOCAT du 30/11/2022	0	1218					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	TAY	TAY 	Non dispo	20230101	Facture TAYLOR WESSING AVOCAT du 25/11/2022	0	4376,03					
AN	A-NOUVEAUX	01/01/2001	20230101	40110000	FOURNISSEURS	WEL	 	Non dispo	20230101	Facture WELKO - BEAUCOUZE du 24/03/2022	0	432					
AN	A-NOUVEAUX	01/01/2001	20230101	40810000	FOURNISSEURS FACTURES NON PARVENUES			Non dispo	20230101	FNP FO ACADEMY 2022	0	15000					
AN	A-NOUVEAUX	01/01/2001	20230101	40810000	FOURNISSEURS FACTURES NON PARVENUES			Non dispo	20230101	FNP VOYAGE D'AFFAIRE HOTEL	0	4000					
AN	A-NOUVEAUX	01/01/2001	20230101	40810000	FOURNISSEURS FACTURES NON PARVENUES			Non dispo	20230101	FNP VOYAGE D'AFFAIRE BILLET 	0	8224,97					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	Facture N° FA00001116	1715,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	Facture N° FA00000940	2104,32	0					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	BUNTINX OBJECTIF	1816,45	0					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	Facture N° FA00001080	1526,61	0					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	A-nouveaux au 01/01/2022	3537,44	0					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	Facture N° FA00001161	1449,16	0					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	BUNTINX OBJECTIF Facture 	0	1772,69					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411BUN00	BUNTINX 	Non dispo	20230101	Facture N° FA00000762	1790	0					
AN	A-NOUVEAUX	01/01/2001	20230101	41110000	CLIENTS	411CL00065	FIVE ORIGINALE DISTRIBUTION 	Non dispo	20230101	Facture N° FA00000959	66000	0					
